date,country,daily
11/6/20,Spain,347
11/7/20,Spain,0
11/8/20,Spain,0
11/9/20,Spain,512
11/10/20,Spain,0
11/11/20,Spain,760
11/12/20,Spain,356
11/13/20,Spain,308
11/14/20,Spain,0
11/15/20,Spain,0
11/16/20,Spain,484
11/17/20,Spain,435
11/18/20,Spain,351
11/19/20,Spain,252
11/20/20,Spain,328
11/21/20,Spain,0
11/22/20,Spain,0
11/23/20,Spain,512
11/24/20,Spain,537
11/25/20,Spain,369
11/26/20,Spain,337
11/27/20,Spain,294
11/28/20,Spain,0
11/29/20,Spain,0
11/30/20,Spain,401
12/1/20,Spain,442
12/2/20,Spain,273
12/3/20,Spain,254
12/4/20,Spain,214
12/5/20,Spain,0
12/6/20,Spain,0
12/7/20,Spain,394
12/8/20,Spain,0
12/9/20,Spain,373
12/10/20,Spain,325
12/11/20,Spain,280
12/12/20,Spain,0
12/13/20,Spain,0
12/14/20,Spain,389
12/15/20,Spain,388
12/16/20,Spain,195
12/17/20,Spain,181
12/18/20,Spain,149
12/19/20,Spain,0
12/20/20,Spain,0
12/21/20,Spain,334
12/22/20,Spain,260
12/23/20,Spain,178
12/24/20,Spain,126
12/25/20,Spain,0
12/26/20,Spain,0
12/27/20,Spain,0
12/28/20,Spain,298
12/29/20,Spain,320
12/30/20,Spain,247
12/31/20,Spain,148
1/1/21,Spain,0
1/2/21,Spain,0
1/3/21,Spain,0
1/4/21,Spain,241
1/5/21,Spain,352
1/6/21,Spain,0
1/7/21,Spain,245
1/8/21,Spain,199
1/9/21,Spain,0
1/10/21,Spain,0
1/11/21,Spain,401
1/12/21,Spain,408
1/13/21,Spain,195
1/14/21,Spain,201
1/15/21,Spain,235
1/16/21,Spain,0
1/17/21,Spain,0
1/18/21,Spain,455
1/19/21,Spain,404
1/20/21,Spain,464
1/21/21,Spain,404
1/22/21,Spain,400
1/23/21,Spain,0
1/24/21,Spain,0
1/25/21,Spain,767
1/26/21,Spain,586
1/27/21,Spain,497
1/28/21,Spain,515
1/29/21,Spain,513
1/30/21,Spain,0
1/31/21,Spain,0
2/1/21,Spain,762
2/2/21,Spain,724
2/3/21,Spain,565
2/4/21,Spain,432
2/5/21,Spain,584
2/6/21,Spain,0
2/7/21,Spain,0
2/8/21,Spain,909
2/9/21,Spain,766
2/10/21,Spain,643
2/11/21,Spain,513
2/12/21,Spain,530
2/13/21,Spain,0
2/14/21,Spain,0
2/15/21,Spain,702
2/16/21,Spain,530
2/17/21,Spain,337
2/18/21,Spain,388
2/19/21,Spain,397
2/20/21,Spain,0
2/21/21,Spain,0
2/22/21,Spain,535
2/23/21,Spain,443
2/24/21,Spain,389
2/25/21,Spain,345
2/26/21,Spain,329
2/27/21,Spain,0
2/28/21,Spain,0
3/1/21,Spain,467
3/2/21,Spain,192
3/3/21,Spain,446
3/4/21,Spain,254
3/5/21,Spain,637
3/6/21,Spain,0
3/7/21,Spain,0
3/8/21,Spain,298
3/9/21,Spain,291
3/10/21,Spain,234
3/11/21,Spain,124
3/12/21,Spain,173
3/13/21,Spain,0
3/14/21,Spain,0
3/15/21,Spain,166
3/16/21,Spain,141
3/17/21,Spain,228
3/18/21,Spain,117
3/19/21,Spain,0
3/20/21,Spain,0
3/21/21,Spain,0
3/22/21,Spain,633
3/23/21,Spain,201
3/24/21,Spain,0
3/25/21,Spain,676
3/26/21,Spain,590
3/27/21,Spain,0
3/28/21,Spain,0
3/29/21,Spain,189
3/30/21,Spain,106
3/31/21,Spain,154
4/1/21,Spain,82
4/2/21,Spain,0
4/3/21,Spain,157
4/4/21,Spain,0
4/5/21,Spain,85
4/6/21,Spain,128
4/7/21,Spain,126
4/8/21,Spain,142
4/9/21,Spain,149
4/10/21,Spain,0
4/11/21,Spain,0
4/12/21,Spain,197
4/13/21,Spain,100
4/14/21,Spain,131
4/15/21,Spain,126
4/16/21,Spain,99
4/17/21,Spain,0
4/18/21,Spain,0
4/19/21,Spain,121
4/20/21,Spain,0
4/21/21,Spain,262
4/22/21,Spain,132
4/23/21,Spain,95
4/24/21,Spain,0
4/25/21,Spain,0
4/26/21,Spain,147
4/27/21,Spain,117
4/28/21,Spain,88
4/29/21,Spain,137
4/30/21,Spain,136
5/1/21,Spain,0
5/2/21,Spain,0
5/3/21,Spain,77
5/4/21,Spain,106
5/5/21,Spain,167
5/6/21,Spain,160
5/7/21,Spain,66
5/8/21,Spain,0
5/9/21,Spain,0
5/10/21,Spain,103
5/11/21,Spain,205
5/12/21,Spain,108
5/13/21,Spain,73
5/14/21,Spain,58
5/15/21,Spain,0
5/16/21,Spain,0
5/17/21,Spain,93
5/18/21,Spain,70
5/19/21,Spain,66
5/20/21,Spain,33
5/21/21,Spain,19
5/22/21,Spain,0
5/23/21,Spain,0
5/24/21,Spain,91
5/25/21,Spain,90
5/26/21,Spain,54
5/27/21,Spain,33
5/28/21,Spain,17
5/29/21,Spain,0
5/30/21,Spain,0
5/31/21,Spain,48
6/1/21,Spain,30
6/2/21,Spain,66
6/3/21,Spain,0
6/4/21,Spain,146
6/5/21,Spain,1
6/6/21,Spain,0
6/7/21,Spain,40
6/8/21,Spain,73
6/9/21,Spain,23
6/10/21,Spain,133
6/11/21,Spain,36
6/12/21,Spain,0
6/13/21,Spain,0
6/14/21,Spain,16
6/15/21,Spain,62
6/16/21,Spain,36
6/17/21,Spain,19
6/18/21,Spain,18
6/19/21,Spain,0
6/20/21,Spain,0
6/21/21,Spain,37
6/22/21,Spain,30
6/23/21,Spain,29
6/24/21,Spain,18
6/25/21,Spain,13
6/26/21,Spain,0
6/27/21,Spain,0
6/28/21,Spain,10
6/29/21,Spain,40
6/30/21,Spain,46
7/1/21,Spain,8
7/2/21,Spain,28
7/3/21,Spain,0
7/4/21,Spain,0
7/5/21,Spain,23
7/6/21,Spain,18
7/7/21,Spain,17
7/8/21,Spain,28
7/9/21,Spain,6
7/10/21,Spain,0
7/11/21,Spain,0
7/12/21,Spain,17
7/13/21,Spain,13
7/14/21,Spain,10
7/15/21,Spain,41
7/16/21,Spain,12
7/17/21,Spain,0
7/18/21,Spain,0
7/19/21,Spain,23
7/20/21,Spain,29
7/21/21,Spain,18
7/22/21,Spain,28
7/23/21,Spain,27
7/24/21,Spain,0
7/25/21,Spain,0
7/26/21,Spain,47
7/27/21,Spain,55
7/28/21,Spain,73
7/29/21,Spain,46
7/30/21,Spain,44
7/31/21,Spain,0
8/1/21,Spain,0
8/2/21,Spain,157
8/3/21,Spain,130
8/4/21,Spain,71
8/5/21,Spain,87
8/6/21,Spain,75
8/7/21,Spain,0
8/8/21,Spain,0
8/9/21,Spain,119
8/10/21,Spain,102
8/11/21,Spain,93
8/12/21,Spain,87
8/13/21,Spain,63
8/14/21,Spain,0
8/15/21,Spain,0
8/16/21,Spain,125
8/17/21,Spain,144
8/18/21,Spain,144
8/19/21,Spain,121
8/20/21,Spain,132
8/21/21,Spain,0
8/22/21,Spain,0
8/23/21,Spain,201
8/24/21,Spain,190
8/25/21,Spain,163
8/26/21,Spain,171
8/27/21,Spain,139
8/28/21,Spain,0
8/29/21,Spain,0
8/30/21,Spain,146
8/31/21,Spain,194
9/1/21,Spain,132
9/2/21,Spain,168
9/3/21,Spain,155
9/4/21,Spain,0
9/5/21,Spain,0
9/6/21,Spain,133
9/7/21,Spain,138
9/8/21,Spain,81
9/9/21,Spain,71
9/10/21,Spain,72
9/11/21,Spain,0
9/12/21,Spain,0
9/13/21,Spain,103
9/14/21,Spain,155
9/15/21,Spain,90
9/16/21,Spain,101
9/17/21,Spain,44
9/18/21,Spain,0
9/19/21,Spain,0
9/20/21,Spain,118
9/21/21,Spain,82
9/22/21,Spain,102
9/23/21,Spain,100
9/24/21,Spain,44
9/25/21,Spain,0
9/26/21,Spain,0
9/27/21,Spain,69
9/28/21,Spain,60
9/29/21,Spain,39
9/30/21,Spain,18
10/1/21,Spain,48
10/2/21,Spain,0
10/3/21,Spain,0
10/4/21,Spain,64
10/5/21,Spain,94
10/6/21,Spain,57
10/7/21,Spain,23
10/8/21,Spain,77
10/9/21,Spain,0
10/10/21,Spain,0
10/11/21,Spain,49
10/12/21,Spain,0
1/22/20,Turkey,0
1/23/20,Turkey,0
1/24/20,Turkey,0
1/25/20,Turkey,0
1/26/20,Turkey,0
1/27/20,Turkey,0
1/28/20,Turkey,0
1/29/20,Turkey,0
1/30/20,Turkey,0
1/31/20,Turkey,0
2/1/20,Turkey,0
2/2/20,Turkey,0
2/3/20,Turkey,0
2/4/20,Turkey,0
2/5/20,Turkey,0
2/6/20,Turkey,0
2/7/20,Turkey,0
2/8/20,Turkey,0
2/9/20,Turkey,0
2/10/20,Turkey,0
2/11/20,Turkey,0
2/12/20,Turkey,0
2/13/20,Turkey,0
2/14/20,Turkey,0
2/15/20,Turkey,0
2/16/20,Turkey,0
2/17/20,Turkey,0
2/18/20,Turkey,0
2/19/20,Turkey,0
2/20/20,Turkey,0
2/21/20,Turkey,0
2/22/20,Turkey,0
2/23/20,Turkey,0
2/24/20,Turkey,0
2/25/20,Turkey,0
2/26/20,Turkey,0
2/27/20,Turkey,0
2/28/20,Turkey,0
2/29/20,Turkey,0
3/1/20,Turkey,0
3/2/20,Turkey,0
3/3/20,Turkey,0
3/4/20,Turkey,0
3/5/20,Turkey,0
3/6/20,Turkey,0
3/7/20,Turkey,0
3/8/20,Turkey,0
3/9/20,Turkey,0
3/10/20,Turkey,0
3/11/20,Turkey,0
3/12/20,Turkey,0
3/13/20,Turkey,0
3/14/20,Turkey,0
3/15/20,Turkey,0
3/16/20,Turkey,0
3/17/20,Turkey,1
3/18/20,Turkey,0
3/19/20,Turkey,2
3/20/20,Turkey,1
3/21/20,Turkey,5
3/22/20,Turkey,21
3/23/20,Turkey,7
3/24/20,Turkey,7
3/25/20,Turkey,15
3/26/20,Turkey,16
3/27/20,Turkey,17
3/28/20,Turkey,16
3/29/20,Turkey,23
3/30/20,Turkey,37
3/31/20,Turkey,46
4/1/20,Turkey,63
4/2/20,Turkey,79
4/3/20,Turkey,69
4/4/20,Turkey,76
4/5/20,Turkey,73
4/6/20,Turkey,75
4/7/20,Turkey,76
4/8/20,Turkey,87
4/9/20,Turkey,96
4/10/20,Turkey,98
4/11/20,Turkey,95
4/12/20,Turkey,97
4/13/20,Turkey,98
4/14/20,Turkey,107
4/15/20,Turkey,115
4/16/20,Turkey,125
4/17/20,Turkey,126
4/18/20,Turkey,121
4/19/20,Turkey,127
4/20/20,Turkey,123
4/21/20,Turkey,119
4/22/20,Turkey,117
4/23/20,Turkey,115
4/24/20,Turkey,109
4/25/20,Turkey,106
4/26/20,Turkey,99
4/27/20,Turkey,95
4/28/20,Turkey,92
4/29/20,Turkey,89
4/30/20,Turkey,93
5/1/20,Turkey,84
5/2/20,Turkey,78
5/3/20,Turkey,61
5/4/20,Turkey,64
5/5/20,Turkey,59
5/6/20,Turkey,64
5/7/20,Turkey,57
5/8/20,Turkey,48
5/9/20,Turkey,50
5/10/20,Turkey,47
5/11/20,Turkey,55
5/12/20,Turkey,53
5/13/20,Turkey,58
5/14/20,Turkey,55
5/15/20,Turkey,48
5/16/20,Turkey,41
5/17/20,Turkey,44
5/18/20,Turkey,31
5/19/20,Turkey,28
5/20/20,Turkey,23
5/21/20,Turkey,27
5/22/20,Turkey,27
5/23/20,Turkey,32
5/24/20,Turkey,32
5/25/20,Turkey,29
5/26/20,Turkey,28
5/27/20,Turkey,34
5/28/20,Turkey,30
5/29/20,Turkey,28
5/30/20,Turkey,26
5/31/20,Turkey,25
6/1/20,Turkey,23
6/2/20,Turkey,22
6/3/20,Turkey,24
6/4/20,Turkey,21
6/5/20,Turkey,18
6/6/20,Turkey,21
6/7/20,Turkey,23
6/8/20,Turkey,19
6/9/20,Turkey,18
6/10/20,Turkey,17
6/11/20,Turkey,17
6/12/20,Turkey,15
6/13/20,Turkey,14
6/14/20,Turkey,15
6/15/20,Turkey,18
6/16/20,Turkey,17
6/17/20,Turkey,19
6/18/20,Turkey,21
6/19/20,Turkey,23
6/20/20,Turkey,22
6/21/20,Turkey,23
6/22/20,Turkey,24
6/23/20,Turkey,27
6/24/20,Turkey,24
6/25/20,Turkey,21
6/26/20,Turkey,19
6/27/20,Turkey,17
6/28/20,Turkey,15
6/29/20,Turkey,18
6/30/20,Turkey,16
7/1/20,Turkey,19
7/2/20,Turkey,17
7/3/20,Turkey,19
7/4/20,Turkey,20
7/5/20,Turkey,19
7/6/20,Turkey,16
7/7/20,Turkey,19
7/8/20,Turkey,22
7/9/20,Turkey,18
7/10/20,Turkey,23
7/11/20,Turkey,21
7/12/20,Turkey,19
7/13/20,Turkey,19
7/14/20,Turkey,20
7/15/20,Turkey,17
7/16/20,Turkey,21
7/17/20,Turkey,18
7/18/20,Turkey,17
7/19/20,Turkey,16
7/20/20,Turkey,17
7/21/20,Turkey,18
7/22/20,Turkey,19
7/23/20,Turkey,18
7/24/20,Turkey,17
7/25/20,Turkey,16
7/26/20,Turkey,17
7/27/20,Turkey,17
7/28/20,Turkey,15
7/29/20,Turkey,14
7/30/20,Turkey,15
7/31/20,Turkey,17
8/1/20,Turkey,19
8/2/20,Turkey,18
8/3/20,Turkey,19
8/4/20,Turkey,18
8/5/20,Turkey,19
8/6/20,Turkey,14
8/7/20,Turkey,15
8/8/20,Turkey,16
8/9/20,Turkey,15
8/10/20,Turkey,14
8/11/20,Turkey,15
8/12/20,Turkey,18
8/13/20,Turkey,21
8/14/20,Turkey,22
8/15/20,Turkey,21
8/16/20,Turkey,19
8/17/20,Turkey,22
8/18/20,Turkey,20
8/19/20,Turkey,23
8/20/20,Turkey,19
8/21/20,Turkey,22
8/22/20,Turkey,22
8/23/20,Turkey,19
8/24/20,Turkey,18
8/25/20,Turkey,24
8/26/20,Turkey,20
8/27/20,Turkey,26
8/28/20,Turkey,36
8/29/20,Turkey,39
8/30/20,Turkey,42
8/31/20,Turkey,44
9/1/20,Turkey,47
9/2/20,Turkey,45
9/3/20,Turkey,49
9/4/20,Turkey,53
9/5/20,Turkey,56
9/6/20,Turkey,53
9/7/20,Turkey,57
9/8/20,Turkey,52
9/9/20,Turkey,55
9/10/20,Turkey,58
9/11/20,Turkey,56
9/12/20,Turkey,48
9/13/20,Turkey,57
9/14/20,Turkey,63
9/15/20,Turkey,67
9/16/20,Turkey,63
9/17/20,Turkey,66
9/18/20,Turkey,62
9/19/20,Turkey,68
9/20/20,Turkey,61
9/21/20,Turkey,68
9/22/20,Turkey,65
9/23/20,Turkey,72
9/24/20,Turkey,74
9/25/20,Turkey,73
9/26/20,Turkey,71
9/27/20,Turkey,68
9/28/20,Turkey,65
9/29/20,Turkey,68
9/30/20,Turkey,65
10/1/20,Turkey,67
10/2/20,Turkey,63
10/3/20,Turkey,59
10/4/20,Turkey,57
10/5/20,Turkey,57
10/6/20,Turkey,55
10/7/20,Turkey,56
10/8/20,Turkey,58
10/9/20,Turkey,55
10/10/20,Turkey,56
10/11/20,Turkey,59
10/12/20,Turkey,58
10/13/20,Turkey,62
10/14/20,Turkey,57
10/15/20,Turkey,66
10/16/20,Turkey,73
10/17/20,Turkey,71
10/18/20,Turkey,72
10/19/20,Turkey,75
10/20/20,Turkey,74
10/21/20,Turkey,68
10/22/20,Turkey,71
10/23/20,Turkey,74
10/24/20,Turkey,69
10/25/20,Turkey,72
10/26/20,Turkey,75
10/27/20,Turkey,76
10/28/20,Turkey,77
10/29/20,Turkey,72
10/30/20,Turkey,78
10/31/20,Turkey,75
11/1/20,Turkey,74
11/2/20,Turkey,76
11/3/20,Turkey,79
11/4/20,Turkey,77
11/5/20,Turkey,81
11/6/20,Turkey,83
11/7/20,Turkey,81
11/8/20,Turkey,84
11/9/20,Turkey,85
11/10/20,Turkey,87
11/11/20,Turkey,86
11/12/20,Turkey,88
11/13/20,Turkey,93
11/14/20,Turkey,92
11/15/20,Turkey,89
11/16/20,Turkey,94
11/17/20,Turkey,103
11/18/20,Turkey,116
11/19/20,Turkey,123
11/20/20,Turkey,141
11/21/20,Turkey,135
11/22/20,Turkey,139
11/23/20,Turkey,153
11/24/20,Turkey,161
11/25/20,Turkey,168
11/26/20,Turkey,174
11/27/20,Turkey,177
11/28/20,Turkey,182
11/29/20,Turkey,185
11/30/20,Turkey,188
12/1/20,Turkey,190
12/2/20,Turkey,193
12/3/20,Turkey,187
12/4/20,Turkey,193
12/5/20,Turkey,196
12/6/20,Turkey,195
12/7/20,Turkey,203
12/8/20,Turkey,211
12/9/20,Turkey,217
12/10/20,Turkey,220
12/11/20,Turkey,226
12/12/20,Turkey,222
12/13/20,Turkey,218
12/14/20,Turkey,229
12/15/20,Turkey,235
12/16/20,Turkey,240
12/17/20,Turkey,243
12/18/20,Turkey,246
12/19/20,Turkey,241
12/20/20,Turkey,246
12/21/20,Turkey,254
12/22/20,Turkey,251
12/23/20,Turkey,259
12/24/20,Turkey,254
12/25/20,Turkey,256
12/26/20,Turkey,253
12/27/20,Turkey,254
12/28/20,Turkey,257
12/29/20,Turkey,253
12/30/20,Turkey,254
12/31/20,Turkey,239
1/1/21,Turkey,212
1/2/21,Turkey,202
1/3/21,Turkey,193
1/4/21,Turkey,197
1/5/21,Turkey,194
1/6/21,Turkey,191
1/7/21,Turkey,194
1/8/21,Turkey,186
1/9/21,Turkey,181
1/10/21,Turkey,176
1/11/21,Turkey,174
1/12/21,Turkey,171
1/13/21,Turkey,173
1/14/21,Turkey,170
1/15/21,Turkey,169
1/16/21,Turkey,168
1/17/21,Turkey,165
1/18/21,Turkey,164
1/19/21,Turkey,167
1/20/21,Turkey,159
1/21/21,Turkey,153
1/22/21,Turkey,149
1/23/21,Turkey,144
1/24/21,Turkey,140
1/25/21,Turkey,137
1/26/21,Turkey,134
1/27/21,Turkey,132
1/28/21,Turkey,129
1/29/21,Turkey,131
1/30/21,Turkey,129
1/31/21,Turkey,128
2/1/21,Turkey,124
2/2/21,Turkey,120
2/3/21,Turkey,117
2/4/21,Turkey,113
2/5/21,Turkey,110
2/6/21,Turkey,108
2/7/21,Turkey,112
2/8/21,Turkey,103
2/9/21,Turkey,98
2/10/21,Turkey,95
2/11/21,Turkey,94
2/12/21,Turkey,97
2/13/21,Turkey,93
2/14/21,Turkey,94
2/15/21,Turkey,91
2/16/21,Turkey,90
2/17/21,Turkey,86
2/18/21,Turkey,83
2/19/21,Turkey,82
2/20/21,Turkey,80
2/21/21,Turkey,77
2/22/21,Turkey,78
2/23/21,Turkey,75
2/24/21,Turkey,72
2/25/21,Turkey,73
2/26/21,Turkey,74
2/27/21,Turkey,71
2/28/21,Turkey,66
3/1/21,Turkey,69
3/2/21,Turkey,68
3/3/21,Turkey,65
3/4/21,Turkey,68
3/5/21,Turkey,62
3/6/21,Turkey,64
3/7/21,Turkey,65
3/8/21,Turkey,64
3/9/21,Turkey,66
3/10/21,Turkey,67
3/11/21,Turkey,63
3/12/21,Turkey,66
3/13/21,Turkey,65
3/14/21,Turkey,68
3/15/21,Turkey,63
3/16/21,Turkey,71
3/17/21,Turkey,73
3/18/21,Turkey,81
3/19/21,Turkey,87
3/20/21,Turkey,95
3/21/21,Turkey,102
3/22/21,Turkey,117
3/23/21,Turkey,138
3/24/21,Turkey,146
3/25/21,Turkey,157
3/26/21,Turkey,153
3/27/21,Turkey,151
3/28/21,Turkey,153
3/29/21,Turkey,154
3/30/21,Turkey,155
3/31/21,Turkey,152
4/1/21,Turkey,176
4/2/21,Turkey,179
4/3/21,Turkey,186
4/4/21,Turkey,185
4/5/21,Turkey,193
4/6/21,Turkey,211
4/7/21,Turkey,276
4/8/21,Turkey,258
4/9/21,Turkey,253
4/10/21,Turkey,248
4/11/21,Turkey,237
4/12/21,Turkey,243
4/13/21,Turkey,273
4/14/21,Turkey,279
4/15/21,Turkey,297
4/16/21,Turkey,289
4/17/21,Turkey,288
4/18/21,Turkey,318
4/19/21,Turkey,341
4/20/21,Turkey,346
4/21/21,Turkey,362
4/22/21,Turkey,354
4/23/21,Turkey,343
4/24/21,Turkey,339
4/25/21,Turkey,347
4/26/21,Turkey,353
4/27/21,Turkey,346
4/28/21,Turkey,341
4/29/21,Turkey,339
4/30/21,Turkey,394
5/1/21,Turkey,373
5/2/21,Turkey,340
5/3/21,Turkey,347
5/4/21,Turkey,336
5/5/21,Turkey,356
5/6/21,Turkey,304
5/7/21,Turkey,278
5/8/21,Turkey,281
5/9/21,Turkey,283
5/10/21,Turkey,282
5/11/21,Turkey,278
5/12/21,Turkey,232
5/13/21,Turkey,238
5/14/21,Turkey,242
5/15/21,Turkey,236
5/16/21,Turkey,223
5/17/21,Turkey,223
5/18/21,Turkey,203
5/19/21,Turkey,233
5/20/21,Turkey,207
5/21/21,Turkey,214
5/22/21,Turkey,231
5/23/21,Turkey,197
5/24/21,Turkey,178
5/25/21,Turkey,175
5/26/21,Turkey,166
5/27/21,Turkey,183
5/28/21,Turkey,164
5/29/21,Turkey,137
5/30/21,Turkey,134
5/31/21,Turkey,122
6/1/21,Turkey,129
6/2/21,Turkey,112
6/3/21,Turkey,114
6/4/21,Turkey,94
6/5/21,Turkey,92
6/6/21,Turkey,96
6/7/21,Turkey,91
6/8/21,Turkey,86
6/9/21,Turkey,87
6/10/21,Turkey,96
6/11/21,Turkey,69
6/12/21,Turkey,75
6/13/21,Turkey,53
6/14/21,Turkey,74
6/15/21,Turkey,84
6/16/21,Turkey,71
6/17/21,Turkey,62
6/18/21,Turkey,59
6/19/21,Turkey,51
6/20/21,Turkey,63
6/21/21,Turkey,51
6/22/21,Turkey,57
6/23/21,Turkey,65
6/24/21,Turkey,59
6/25/21,Turkey,56
6/26/21,Turkey,51
6/27/21,Turkey,52
6/28/21,Turkey,58
6/29/21,Turkey,53
6/30/21,Turkey,45
7/1/21,Turkey,42
7/2/21,Turkey,55
7/3/21,Turkey,45
7/4/21,Turkey,50
7/5/21,Turkey,35
7/6/21,Turkey,37
7/7/21,Turkey,52
7/8/21,Turkey,48
7/9/21,Turkey,59
7/10/21,Turkey,37
7/11/21,Turkey,37
7/12/21,Turkey,49
7/13/21,Turkey,46
7/14/21,Turkey,43
7/15/21,Turkey,48
7/16/21,Turkey,35
7/17/21,Turkey,38
7/18/21,Turkey,0
7/19/21,Turkey,116
7/20/21,Turkey,46
7/21/21,Turkey,59
7/22/21,Turkey,52
7/23/21,Turkey,60
7/24/21,Turkey,58
7/25/21,Turkey,55
7/26/21,Turkey,63
7/27/21,Turkey,51
7/28/21,Turkey,76
7/29/21,Turkey,60
7/30/21,Turkey,69
7/31/21,Turkey,79
8/1/21,Turkey,96
8/2/21,Turkey,91
8/3/21,Turkey,126
8/4/21,Turkey,122
8/5/21,Turkey,108
8/6/21,Turkey,101
8/7/21,Turkey,112
8/8/21,Turkey,0
8/9/21,Turkey,225
8/10/21,Turkey,124
8/11/21,Turkey,128
8/12/21,Turkey,138
8/13/21,Turkey,157
8/14/21,Turkey,145
8/15/21,Turkey,154
8/16/21,Turkey,165
8/17/21,Turkey,183
8/18/21,Turkey,168
8/19/21,Turkey,216
8/20/21,Turkey,204
8/21/21,Turkey,232
8/22/21,Turkey,206
8/23/21,Turkey,232
8/24/21,Turkey,230
8/25/21,Turkey,217
8/26/21,Turkey,257
8/27/21,Turkey,244
8/28/21,Turkey,245
8/29/21,Turkey,255
8/30/21,Turkey,245
8/31/21,Turkey,252
9/1/21,Turkey,290
9/2/21,Turkey,283
9/3/21,Turkey,276
9/4/21,Turkey,278
9/5/21,Turkey,269
9/6/21,Turkey,271
9/7/21,Turkey,274
9/8/21,Turkey,262
9/9/21,Turkey,257
9/10/21,Turkey,214
9/11/21,Turkey,259
9/12/21,Turkey,243
9/13/21,Turkey,231
9/14/21,Turkey,276
9/15/21,Turkey,248
9/16/21,Turkey,262
9/17/21,Turkey,237
9/18/21,Turkey,221
9/19/21,Turkey,213
9/20/21,Turkey,231
9/21/21,Turkey,260
9/22/21,Turkey,242
9/23/21,Turkey,217
9/24/21,Turkey,221
9/25/21,Turkey,193
9/26/21,Turkey,228
9/27/21,Turkey,206
9/28/21,Turkey,239
9/29/21,Turkey,227
9/30/21,Turkey,216
10/1/21,Turkey,210
10/2/21,Turkey,203
10/3/21,Turkey,194
10/4/21,Turkey,248
10/5/21,Turkey,228
10/6/21,Turkey,236
10/7/21,Turkey,217
10/8/21,Turkey,188
10/9/21,Turkey,206
10/10/21,Turkey,196
10/11/21,Turkey,188
10/12/21,Turkey,237
1/22/20,US,0
1/23/20,US,0
1/24/20,US,0
1/25/20,US,0
1/26/20,US,0
1/27/20,US,0
1/28/20,US,0
1/29/20,US,0
1/30/20,US,0
1/31/20,US,0
2/1/20,US,0
2/2/20,US,0
2/3/20,US,0
2/4/20,US,0
2/5/20,US,0
2/6/20,US,0
2/7/20,US,0
2/8/20,US,0
2/9/20,US,0
2/10/20,US,0
2/11/20,US,0
2/12/20,US,0
2/13/20,US,0
2/14/20,US,0
2/15/20,US,0
2/16/20,US,0
2/17/20,US,0
2/18/20,US,0
2/19/20,US,0
2/20/20,US,0
2/21/20,US,0
2/22/20,US,0
2/23/20,US,0
2/24/20,US,0
2/25/20,US,0
2/26/20,US,0
2/27/20,US,0
2/28/20,US,0
2/29/20,US,1
3/1/20,US,0
3/2/20,US,5
3/3/20,US,1
3/4/20,US,4
3/5/20,US,1
3/6/20,US,2
3/7/20,US,3
3/8/20,US,4
3/9/20,US,1
3/10/20,US,6
3/11/20,US,5
3/12/20,US,10
3/13/20,US,8
3/14/20,US,7
3/15/20,US,12
3/16/20,US,27
3/17/20,US,37
3/18/20,US,60
3/19/20,US,72
3/20/20,US,106
3/21/20,US,103
3/22/20,US,128
3/23/20,US,189
3/24/20,US,241
3/25/20,US,336
3/26/20,US,416
3/27/20,US,519
3/28/20,US,673
3/29/20,US,592
3/30/20,US,711
3/31/20,US,1082
4/1/20,US,1274
4/2/20,US,1515
4/3/20,US,1407
4/4/20,US,1609
4/5/20,US,1632
4/6/20,US,1737
4/7/20,US,2570
4/8/20,US,2154
4/9/20,US,2215
4/10/20,US,2188
4/11/20,US,2138
4/12/20,US,1892
4/13/20,US,1982
4/14/20,US,2453
4/15/20,US,2591
4/16/20,US,2198
4/17/20,US,2113
4/18/20,US,1940
4/19/20,US,1989
4/20/20,US,2244
4/21/20,US,2459
4/22/20,US,2473
4/23/20,US,2435
4/24/20,US,2178
4/25/20,US,1724
4/26/20,US,1413
4/27/20,US,1495
4/28/20,US,2228
4/29/20,US,2398
4/30/20,US,2181
5/1/20,US,1911
5/2/20,US,1735
5/3/20,US,1199
5/4/20,US,1377
5/5/20,US,2207
5/6/20,US,2321
5/7/20,US,1919
5/8/20,US,1759
5/9/20,US,1469
5/10/20,US,991
5/11/20,US,1037
5/12/20,US,1597
5/13/20,US,1723
5/14/20,US,1775
5/15/20,US,1665
5/16/20,US,1201
5/17/20,US,829
5/18/20,US,1228
5/19/20,US,1452
5/20/20,US,1499
5/21/20,US,1187
5/22/20,US,1225
5/23/20,US,1080
5/24/20,US,640
5/25/20,US,598
5/26/20,US,678
5/27/20,US,1453
5/28/20,US,1093
5/29/20,US,1126
5/30/20,US,954
5/31/20,US,618
6/1/20,US,768
6/2/20,US,981
6/3/20,US,1007
6/4/20,US,998
6/5/20,US,889
6/6/20,US,642
6/7/20,US,460
6/8/20,US,508
6/9/20,US,908
6/10/20,US,877
6/11/20,US,826
6/12/20,US,827
6/13/20,US,739
6/14/20,US,344
6/15/20,US,398
6/16/20,US,810
6/17/20,US,739
6/18/20,US,691
6/19/20,US,629
6/20/20,US,556
6/21/20,US,320
6/22/20,US,406
6/23/20,US,748
6/24/20,US,737
6/25/20,US,538
6/26/20,US,628
6/27/20,US,507
6/28/20,US,316
6/29/20,US,386
6/30/20,US,555
7/1/20,US,700
7/2/20,US,710
7/3/20,US,670
7/4/20,US,315
