date,country,daily case
11/1/20,Portugal,3062
11/2/20,Portugal,2506
11/3/20,Portugal,2596
11/4/20,Portugal,7497
11/5/20,Portugal,4410
11/6/20,Portugal,5550
11/7/20,Portugal,6640
11/8/20,Portugal,5784
11/9/20,Portugal,4096
11/10/20,Portugal,3817
11/11/20,Portugal,4935
11/12/20,Portugal,5839
11/13/20,Portugal,6653
11/14/20,Portugal,6602
11/15/20,Portugal,6035
11/16/20,Portugal,8371
11/17/20,Portugal,4452
11/18/20,Portugal,5891
11/19/20,Portugal,6994
11/20/20,Portugal,6489
11/21/20,Portugal,6472
11/22/20,Portugal,4788
11/23/20,Portugal,4044
11/24/20,Portugal,3919
11/25/20,Portugal,5290
11/26/20,Portugal,6383
11/27/20,Portugal,5444
11/28/20,Portugal,4868
11/29/20,Portugal,4093
11/30/20,Portugal,3262
12/1/20,Portugal,2401
12/2/20,Portugal,3384
12/3/20,Portugal,3772
12/4/20,Portugal,4935
12/5/20,Portugal,6087
12/6/20,Portugal,3834
12/7/20,Portugal,2597
12/8/20,Portugal,2905
12/9/20,Portugal,4097
12/10/20,Portugal,3134
12/11/20,Portugal,5080
12/12/20,Portugal,4413
12/13/20,Portugal,4044
12/14/20,Portugal,2194
12/15/20,Portugal,2638
12/16/20,Portugal,4720
12/17/20,Portugal,4320
12/18/20,Portugal,4336
12/19/20,Portugal,3835
12/20/20,Portugal,3334
12/21/20,Portugal,2099
12/22/20,Portugal,2436
12/23/20,Portugal,4602
12/24/20,Portugal,4378
12/25/20,Portugal,4146
12/26/20,Portugal,1214
12/27/20,Portugal,1577
12/28/20,Portugal,2093
12/29/20,Portugal,3336
12/30/20,Portugal,6049
12/31/20,Portugal,7627
1/1/21,Portugal,6951
1/2/21,Portugal,3241
1/3/21,Portugal,3384
1/4/21,Portugal,4369
1/5/21,Portugal,4956
1/6/21,Portugal,10027
1/7/21,Portugal,9927
1/8/21,Portugal,10176
1/9/21,Portugal,9478
1/10/21,Portugal,7502
1/11/21,Portugal,5604
1/12/21,Portugal,7259
1/13/21,Portugal,10556
1/14/21,Portugal,10698
1/15/21,Portugal,10663
1/16/21,Portugal,10947
1/17/21,Portugal,10385
1/18/21,Portugal,6702
1/19/21,Portugal,10455
1/20/21,Portugal,14647
1/21/21,Portugal,13544
1/22/21,Portugal,13987
1/23/21,Portugal,15333
1/24/21,Portugal,11721
1/25/21,Portugal,6923
1/26/21,Portugal,10765
1/27/21,Portugal,15073
1/28/21,Portugal,16432
1/29/21,Portugal,13200
1/30/21,Portugal,12435
1/31/21,Portugal,9498
2/1/21,Portugal,5805
2/2/21,Portugal,5540
2/3/21,Portugal,9083
2/4/21,Portugal,7914
2/5/21,Portugal,6916
2/6/21,Portugal,6132
2/7/21,Portugal,3508
2/8/21,Portugal,2505
2/9/21,Portugal,2583
2/10/21,Portugal,4387
2/11/21,Portugal,3480
2/12/21,Portugal,2854
2/13/21,Portugal,2856
2/14/21,Portugal,1677
2/15/21,Portugal,1303
2/16/21,Portugal,1502
2/17/21,Portugal,2324
2/18/21,Portugal,1944
2/19/21,Portugal,1940
2/20/21,Portugal,1570
2/21/21,Portugal,1186
2/22/21,Portugal,549
2/23/21,Portugal,1032
2/24/21,Portugal,1480
2/25/21,Portugal,1160
2/26/21,Portugal,1027
2/27/21,Portugal,1071
2/28/21,Portugal,718
3/1/21,Portugal,394
3/2/21,Portugal,691
3/3/21,Portugal,979
3/4/21,Portugal,830
3/5/21,Portugal,949
3/6/21,Portugal,1007
3/7/21,Portugal,682
3/8/21,Portugal,365
3/9/21,Portugal,847
3/10/21,Portugal,642
3/11/21,Portugal,627
3/12/21,Portugal,577
3/13/21,Portugal,564
3/14/21,Portugal,541
3/15/21,Portugal,256
3/16/21,Portugal,384
3/17/21,Portugal,673
3/18/21,Portugal,485
3/19/21,Portugal,568
3/20/21,Portugal,457
3/21/21,Portugal,450
3/22/21,Portugal,248
3/23/21,Portugal,434
3/24/21,Portugal,575
3/25/21,Portugal,423
3/26/21,Portugal,488
3/27/21,Portugal,344
3/28/21,Portugal,365
3/29/21,Portugal,309
3/30/21,Portugal,388
3/31/21,Portugal,618
4/1/21,Portugal,592
4/2/21,Portugal,548
4/3/21,Portugal,280
4/4/21,Portugal,193
4/5/21,Portugal,159
4/6/21,Portugal,874
4/7/21,Portugal,663
4/8/21,Portugal,602
4/9/21,Portugal,694
4/10/21,Portugal,601
4/11/21,Portugal,566
4/12/21,Portugal,271
4/13/21,Portugal,408
4/14/21,Portugal,684
4/15/21,Portugal,501
4/16/21,Portugal,553
4/17/21,Portugal,649
4/18/21,Portugal,441
4/19/21,Portugal,220
4/20/21,Portugal,424
4/21/21,Portugal,610
4/22/21,Portugal,636
4/23/21,Portugal,506
4/24/21,Portugal,567
4/25/21,Portugal,478
4/26/21,Portugal,196
4/27/21,Portugal,353
4/28/21,Portugal,572
4/29/21,Portugal,470
4/30/21,Portugal,460
5/1/21,Portugal,454
5/2/21,Portugal,330
5/3/21,Portugal,180
5/4/21,Portugal,258
5/5/21,Portugal,387
5/6/21,Portugal,373
5/7/21,Portugal,377
5/8/21,Portugal,406
5/9/21,Portugal,324
5/10/21,Portugal,158
5/11/21,Portugal,268
5/12/21,Portugal,485
5/13/21,Portugal,436
5/14/21,Portugal,450
5/15/21,Portugal,469
5/16/21,Portugal,334
5/17/21,Portugal,199
5/18/21,Portugal,386
5/19/21,Portugal,511
5/20/21,Portugal,451
5/21/21,Portugal,559
5/22/21,Portugal,523
5/23/21,Portugal,413
5/24/21,Portugal,241
5/25/21,Portugal,375
5/26/21,Portugal,594
5/27/21,Portugal,572
5/28/21,Portugal,598
5/29/21,Portugal,609
5/30/21,Portugal,445
5/31/21,Portugal,435
6/1/21,Portugal,445
6/2/21,Portugal,724
6/3/21,Portugal,769
6/4/21,Portugal,430
6/5/21,Portugal,573
6/6/21,Portugal,612
6/7/21,Portugal,388
6/8/21,Portugal,598
6/9/21,Portugal,890
6/10/21,Portugal,910
6/11/21,Portugal,519
6/12/21,Portugal,789
6/13/21,Portugal,707
6/14/21,Portugal,625
6/15/21,Portugal,973
6/16/21,Portugal,1350
6/17/21,Portugal,1233
6/18/21,Portugal,1298
6/19/21,Portugal,1183
6/20/21,Portugal,941
6/21/21,Portugal,756
6/22/21,Portugal,1020
6/23/21,Portugal,1497
6/24/21,Portugal,1556
6/25/21,Portugal,1604
6/26/21,Portugal,1568
6/27/21,Portugal,1496
6/28/21,Portugal,902
6/29/21,Portugal,1746
6/30/21,Portugal,2362
7/1/21,Portugal,2449
7/2/21,Portugal,2436
7/3/21,Portugal,2605
7/4/21,Portugal,2041
7/5/21,Portugal,1483
7/6/21,Portugal,2170
7/7/21,Portugal,3285
7/8/21,Portugal,3269
7/9/21,Portugal,3194
7/10/21,Portugal,3162
7/11/21,Portugal,2323
7/12/21,Portugal,1782
7/13/21,Portugal,2650
7/14/21,Portugal,4153
7/15/21,Portugal,3641
7/16/21,Portugal,3547
7/17/21,Portugal,3677
7/18/21,Portugal,3261
7/19/21,Portugal,1855
7/20/21,Portugal,2706
7/21/21,Portugal,4376
7/22/21,Portugal,3622
7/23/21,Portugal,3794
7/24/21,Portugal,3396
7/25/21,Portugal,2625
7/26/21,Portugal,1610
7/27/21,Portugal,2316
7/28/21,Portugal,3452
7/29/21,Portugal,3009
7/30/21,Portugal,2595
7/31/21,Portugal,2590
8/1/21,Portugal,2306
8/2/21,Portugal,1190
8/3/21,Portugal,2076
8/4/21,Portugal,3203
8/5/21,Portugal,2581
8/6/21,Portugal,2377
8/7/21,Portugal,2621
8/8/21,Portugal,1982
8/9/21,Portugal,1094
8/10/21,Portugal,2232
8/11/21,Portugal,2948
8/12/21,Portugal,2708
8/13/21,Portugal,2598
8/14/21,Portugal,2571
8/15/21,Portugal,2217
8/16/21,Portugal,1135
8/17/21,Portugal,2118
8/18/21,Portugal,2983
8/19/21,Portugal,2554
8/20/21,Portugal,2507
8/21/21,Portugal,2676
8/22/21,Portugal,2112
8/23/21,Portugal,1126
8/24/21,Portugal,2261
8/25/21,Portugal,3062
8/26/21,Portugal,2552
8/27/21,Portugal,2370
8/28/21,Portugal,2374
8/29/21,Portugal,1782
8/30/21,Portugal,1072
8/31/21,Portugal,1908
9/1/21,Portugal,1565
9/2/21,Portugal,2830
9/3/21,Portugal,1822
9/4/21,Portugal,1713
9/5/21,Portugal,1190
9/6/21,Portugal,663
9/7/21,Portugal,1231
9/8/21,Portugal,1778
9/9/21,Portugal,1408
9/10/21,Portugal,1323
9/11/21,Portugal,1223
9/12/21,Portugal,911
9/13/21,Portugal,458
9/14/21,Portugal,1058
9/15/21,Portugal,1247
9/16/21,Portugal,1062
9/17/21,Portugal,1023
9/18/21,Portugal,939
9/19/21,Portugal,677
9/20/21,Portugal,272
9/21/21,Portugal,780
9/22/21,Portugal,891
9/23/21,Portugal,885
9/24/21,Portugal,757
9/25/21,Portugal,713
9/26/21,Portugal,599
9/27/21,Portugal,230
9/28/21,Portugal,600
9/29/21,Portugal,755
9/30/21,Portugal,749
10/1/21,Portugal,696
10/2/21,Portugal,690
10/3/21,Portugal,449
10/4/21,Portugal,193
10/5/21,Portugal,730
10/6/21,Portugal,500
10/7/21,Portugal,731
10/8/21,Portugal,841
10/9/21,Portugal,704
10/10/21,Portugal,499
10/11/21,Portugal,327
10/12/21,Portugal,719
1/22/20,Spain,0
1/23/20,Spain,0
1/24/20,Spain,0
1/25/20,Spain,0
1/26/20,Spain,0
1/27/20,Spain,0
1/28/20,Spain,0
1/29/20,Spain,0
1/30/20,Spain,0
1/31/20,Spain,0
2/1/20,Spain,1
2/2/20,Spain,0
2/3/20,Spain,0
2/4/20,Spain,0
2/5/20,Spain,0
2/6/20,Spain,0
2/7/20,Spain,0
2/8/20,Spain,0
2/9/20,Spain,1
2/10/20,Spain,0
2/11/20,Spain,0
2/12/20,Spain,0
2/13/20,Spain,0
2/14/20,Spain,0
2/15/20,Spain,0
2/16/20,Spain,0
2/17/20,Spain,0
2/18/20,Spain,0
2/19/20,Spain,0
2/20/20,Spain,0
2/21/20,Spain,0
2/22/20,Spain,0
2/23/20,Spain,0
2/24/20,Spain,0
2/25/20,Spain,4
2/26/20,Spain,7
2/27/20,Spain,2
2/28/20,Spain,17
2/29/20,Spain,13
3/1/20,Spain,39
3/2/20,Spain,36
3/3/20,Spain,45
3/4/20,Spain,57
3/5/20,Spain,37
3/6/20,Spain,141
3/7/20,Spain,100
3/8/20,Spain,173
3/9/20,Spain,400
3/10/20,Spain,622
3/11/20,Spain,582
3/12/20,Spain,0
3/13/20,Spain,2955
3/14/20,Spain,1159
3/15/20,Spain,1407
3/16/20,Spain,2144
3/17/20,Spain,1806
3/18/20,Spain,2162
3/19/20,Spain,4053
3/20/20,Spain,2447
3/21/20,Spain,4964
3/22/20,Spain,3394
3/23/20,Spain,6368
3/24/20,Spain,4749
3/25/20,Spain,9630
3/26/20,Spain,8271
3/27/20,Spain,7933
3/28/20,Spain,7516
3/29/20,Spain,6875
3/30/20,Spain,7846
3/31/20,Spain,7967
4/1/20,Spain,8195
4/2/20,Spain,7947
4/3/20,Spain,7134
4/4/20,Spain,6969
4/5/20,Spain,5478
4/6/20,Spain,5029
4/7/20,Spain,5267
4/8/20,Spain,6278
4/9/20,Spain,5002
4/10/20,Spain,5051
4/11/20,Spain,4754
4/12/20,Spain,3804
4/13/20,Spain,3268
4/14/20,Spain,2442
4/15/20,Spain,5103
4/16/20,Spain,7304
4/17/20,Spain,5891
4/18/20,Spain,887
4/19/20,Spain,6948
4/20/20,Spain,1536
4/21/20,Spain,3968
4/22/20,Spain,4211
4/23/20,Spain,4635
4/24/20,Spain,-10034
4/25/20,Spain,2915
4/26/20,Spain,1729
4/27/20,Spain,1831
4/28/20,Spain,1308
4/29/20,Spain,2144
4/30/20,Spain,518
5/1/20,Spain,1781
5/2/20,Spain,1366
5/3/20,Spain,884
5/4/20,Spain,545
5/5/20,Spain,1318
5/6/20,Spain,996
5/7/20,Spain,1122
5/8/20,Spain,1410
5/9/20,Spain,721
5/10/20,Spain,772
5/11/20,Spain,3086
5/12/20,Spain,594
5/13/20,Spain,661
5/14/20,Spain,849
5/15/20,Spain,643
5/16/20,Spain,515
5/17/20,Spain,0
5/18/20,Spain,908
5/19/20,Spain,431
5/20/20,Spain,518
5/21/20,Spain,482
5/22/20,Spain,1787
5/23/20,Spain,466
5/24/20,Spain,482
5/25/20,Spain,-372
5/26/20,Spain,859
5/27/20,Spain,0
5/28/20,Spain,1647
5/29/20,Spain,658
5/30/20,Spain,664
5/31/20,Spain,251
6/1/20,Spain,159
6/2/20,Spain,294
6/3/20,Spain,394
6/4/20,Spain,334
6/5/20,Spain,318
6/6/20,Spain,332
6/7/20,Spain,240
6/8/20,Spain,167
6/9/20,Spain,249
6/10/20,Spain,314
6/11/20,Spain,427
6/12/20,Spain,502
6/13/20,Spain,396
6/14/20,Spain,323
6/15/20,Spain,181
6/16/20,Spain,219
6/17/20,Spain,355
6/18/20,Spain,585
6/19/20,Spain,307
6/20/20,Spain,363
6/21/20,Spain,334
6/22/20,Spain,232
6/23/20,Spain,248
6/24/20,Spain,334
6/25/20,Spain,400
6/26/20,Spain,419
6/27/20,Spain,564
6/28/20,Spain,301
6/29/20,Spain,200
6/30/20,Spain,301
7/1/20,Spain,388
7/2/20,Spain,444
7/3/20,Spain,442
7/4/20,Spain,0
7/5/20,Spain,0
7/6/20,Spain,1244
7/7/20,Spain,341
7/8/20,Spain,383
7/9/20,Spain,543
7/10/20,Spain,852
7/11/20,Spain,0
7/12/20,Spain,0
7/13/20,Spain,2045
7/14/20,Spain,666
7/15/20,Spain,875
7/16/20,Spain,1361
7/17/20,Spain,1400
7/18/20,Spain,0
7/19/20,Spain,0
7/20/20,Spain,4581
7/21/20,Spain,1358
7/22/20,Spain,1357
7/23/20,Spain,2615
7/24/20,Spain,2255
7/25/20,Spain,0
7/26/20,Spain,0
7/27/20,Spain,6361
7/28/20,Spain,1828
7/29/20,Spain,2031
7/30/20,Spain,2789
7/31/20,Spain,3092
8/1/20,Spain,0
8/2/20,Spain,0
8/3/20,Spain,8532
8/4/20,Spain,5760
8/5/20,Spain,2953
8/6/20,Spain,4088
8/7/20,Spain,4507
8/8/20,Spain,0
8/9/20,Spain,0
8/10/20,Spain,8618
8/11/20,Spain,3632
8/12/20,Spain,3172
8/13/20,Spain,7550
8/14/20,Spain,5479
8/15/20,Spain,0
8/16/20,Spain,0
8/17/20,Spain,16269
8/18/20,Spain,5114
8/19/20,Spain,6671
8/20/20,Spain,7039
8/21/20,Spain,8148
8/22/20,Spain,0
8/23/20,Spain,0
8/24/20,Spain,19382
8/25/20,Spain,7117
8/26/20,Spain,7296
8/27/20,Spain,9658
8/28/20,Spain,9779
8/29/20,Spain,0
8/30/20,Spain,0
8/31/20,Spain,23572
9/1/20,Spain,8115
9/2/20,Spain,8581
9/3/20,Spain,8959
9/4/20,Spain,10476
9/5/20,Spain,0
9/6/20,Spain,0
9/7/20,Spain,26560
9/8/20,Spain,8964
9/9/20,Spain,8866
9/10/20,Spain,10764
9/11/20,Spain,12183
9/12/20,Spain,0
9/13/20,Spain,0
9/14/20,Spain,27404
9/15/20,Spain,9437
9/16/20,Spain,11193
9/17/20,Spain,11291
9/18/20,Spain,14389
9/19/20,Spain,0
9/20/20,Spain,0
9/21/20,Spain,31428
9/22/20,Spain,10799
9/23/20,Spain,11289
9/24/20,Spain,10653
9/25/20,Spain,12272
9/26/20,Spain,0
9/27/20,Spain,0
9/28/20,Spain,31785
9/29/20,Spain,0
9/30/20,Spain,20922
10/1/20,Spain,9419
10/2/20,Spain,11325
10/3/20,Spain,0
10/4/20,Spain,0
10/5/20,Spain,23480
10/6/20,Spain,11998
10/7/20,Spain,10491
10/8/20,Spain,12423
10/9/20,Spain,12788
10/10/20,Spain,0
10/11/20,Spain,0
10/12/20,Spain,27856
10/13/20,Spain,7118
10/14/20,Spain,11970
10/15/20,Spain,13318
10/16/20,Spain,15186
10/17/20,Spain,0
10/18/20,Spain,0
10/19/20,Spain,37889
10/20/20,Spain,13873
10/21/20,Spain,16973
10/22/20,Spain,20986
10/23/20,Spain,19851
10/24/20,Spain,0
10/25/20,Spain,0
10/26/20,Spain,52188
10/27/20,Spain,18418
10/28/20,Spain,19765
10/29/20,Spain,23580
10/30/20,Spain,25595
10/31/20,Spain,0
11/1/20,Spain,0
11/2/20,Spain,55019
11/3/20,Spain,18669
11/4/20,Spain,25042
11/5/20,Spain,21908
11/6/20,Spain,22516
11/7/20,Spain,0
11/8/20,Spain,0
11/9/20,Spain,52386
11/10/20,Spain,0
11/11/20,Spain,36491
11/12/20,Spain,19511
11/13/20,Spain,21371
11/14/20,Spain,0
11/15/20,Spain,0
11/16/20,Spain,38273
11/17/20,Spain,13159
11/18/20,Spain,15318
11/19/20,Spain,16233
11/20/20,Spain,15156
11/21/20,Spain,0
11/22/20,Spain,0
11/23/20,Spain,25886
11/24/20,Spain,12228
11/25/20,Spain,10222
11/26/20,Spain,12289
11/27/20,Spain,10853
11/28/20,Spain,0
11/29/20,Spain,0
11/30/20,Spain,19979
12/1/20,Spain,8257
12/2/20,Spain,9331
12/3/20,Spain,10127
12/4/20,Spain,8745
12/5/20,Spain,0
12/6/20,Spain,0
12/7/20,Spain,17681
12/8/20,Spain,0
12/9/20,Spain,9773
12/10/20,Spain,7955
12/11/20,Spain,10519
12/12/20,Spain,0
12/13/20,Spain,0
12/14/20,Spain,21309
12/15/20,Spain,10328
12/16/20,Spain,11078
12/17/20,Spain,12131
12/18/20,Spain,11815
12/19/20,Spain,0
12/20/20,Spain,0
12/21/20,Spain,22013
12/22/20,Spain,10654
12/23/20,Spain,12386
12/24/20,Spain,12662
12/25/20,Spain,0
12/26/20,Spain,0
12/27/20,Spain,0
12/28/20,Spain,24462
12/29/20,Spain,14089
12/30/20,Spain,16716
12/31/20,Spain,18047
1/1/21,Spain,0
1/2/21,Spain,0
1/3/21,Spain,0
1/4/21,Spain,30579
1/5/21,Spain,23700
1/6/21,Spain,0
1/7/21,Spain,42360
1/8/21,Spain,25456
1/9/21,Spain,0
1/10/21,Spain,0
1/11/21,Spain,61422
1/12/21,Spain,25438
1/13/21,Spain,38869
1/14/21,Spain,35878
1/15/21,Spain,40197
1/16/21,Spain,0
1/17/21,Spain,0
1/18/21,Spain,84287
1/19/21,Spain,34291
1/20/21,Spain,41576
1/21/21,Spain,44357
1/22/21,Spain,42885
1/23/21,Spain,0
1/24/21,Spain,0
1/25/21,Spain,93822
1/26/21,Spain,36435
1/27/21,Spain,40285
1/28/21,Spain,34899
1/29/21,Spain,38118
1/30/21,Spain,0
1/31/21,Spain,0
2/1/21,Spain,79686
2/2/21,Spain,29064
2/3/21,Spain,31596
2/4/21,Spain,29960
2/5/21,Spain,28565
2/6/21,Spain,0
2/7/21,Spain,0
2/8/21,Spain,47095
2/9/21,Spain,16402
2/10/21,Spain,18114
2/11/21,Spain,17853
2/12/21,Spain,14581
2/13/21,Spain,0
2/14/21,Spain,0
2/15/21,Spain,30251
2/16/21,Spain,10057
2/17/21,Spain,10829
2/18/21,Spain,14515
2/19/21,Spain,11435
2/20/21,Spain,0
2/21/21,Spain,0
2/22/21,Spain,20849
2/23/21,Spain,7461
2/24/21,Spain,9212
2/25/21,Spain,9568
2/26/21,Spain,8341
2/27/21,Spain,0
2/28/21,Spain,0
3/1/21,Spain,15978
3/2/21,Spain,-74347
3/3/21,Spain,6137
3/4/21,Spain,6037
3/5/21,Spain,6654
3/6/21,Spain,0
3/7/21,Spain,0
3/8/21,Spain,11958
3/9/21,Spain,4012
3/10/21,Spain,7119
3/11/21,Spain,6255
3/12/21,Spain,5348
3/13/21,Spain,0
3/14/21,Spain,0
3/15/21,Spain,11358
3/16/21,Spain,4962
3/17/21,Spain,6092
3/18/21,Spain,6216
3/19/21,Spain,0
3/20/21,Spain,0
3/21/21,Spain,0
3/22/21,Spain,16471
3/23/21,Spain,5516
3/24/21,Spain,0
3/25/21,Spain,13419
3/26/21,Spain,7586
3/27/21,Spain,0
3/28/21,Spain,0
3/29/21,Spain,15501
3/30/21,Spain,4994
3/31/21,Spain,8534
4/1/21,Spain,7041
4/2/21,Spain,0
4/3/21,Spain,9571
4/4/21,Spain,0
4/5/21,Spain,10360
4/6/21,Spain,6623
4/7/21,Spain,8788
4/8/21,Spain,9901
4/9/21,Spain,10875
4/10/21,Spain,0
4/11/21,Spain,0
4/12/21,Spain,22744
4/13/21,Spain,6292
4/14/21,Spain,10474
4/15/21,Spain,9663
4/16/21,Spain,10598
4/17/21,Spain,0
4/18/21,Spain,0
4/19/21,Spain,21071
4/20/21,Spain,0
4/21/21,Spain,17718
4/22/21,Spain,10814
4/23/21,Spain,11731
4/24/21,Spain,0
4/25/21,Spain,0
4/26/21,Spain,19852
4/27/21,Spain,7665
4/28/21,Spain,8665
4/29/21,Spain,10143
4/30/21,Spain,9135
5/1/21,Spain,0
5/2/21,Spain,0
5/3/21,Spain,16353
5/4/21,Spain,4515
5/5/21,Spain,6317
5/6/21,Spain,7960
5/7/21,Spain,8186
5/8/21,Spain,0
5/9/21,Spain,0
5/10/21,Spain,13984
5/11/21,Spain,4941
5/12/21,Spain,6418
5/13/21,Spain,5701
5/14/21,Spain,6347
5/15/21,Spain,0
5/16/21,Spain,0
5/17/21,Spain,11061
5/18/21,Spain,3988
5/19/21,Spain,6080
5/20/21,Spain,5733
5/21/21,Spain,4792
5/22/21,Spain,0
5/23/21,Spain,0
5/24/21,Spain,11067
5/25/21,Spain,5359
5/26/21,Spain,5007
5/27/21,Spain,5290
5/28/21,Spain,5482
5/29/21,Spain,0
5/30/21,Spain,0
5/31/21,Spain,9732
6/1/21,Spain,4388
6/2/21,Spain,4984
6/3/21,Spain,5250
6/4/21,Spain,4969
6/5/21,Spain,0
6/6/21,Spain,0
6/7/21,Spain,9542
6/8/21,Spain,3504
6/9/21,Spain,4427
6/10/21,Spain,14004
6/11/21,Spain,4142
6/12/21,Spain,0
6/13/21,Spain,0
6/14/21,Spain,8167
6/15/21,Spain,3432
6/16/21,Spain,3832
6/17/21,Spain,4197
6/18/21,Spain,4214
6/19/21,Spain,0
6/20/21,Spain,0
6/21/21,Spain,7209
6/22/21,Spain,4040
6/23/21,Spain,4341
6/24/21,Spain,4507
6/25/21,Spain,4924
6/26/21,Spain,0
6/27/21,Spain,0
6/28/21,Spain,10179
6/29/21,Spain,7091
6/30/21,Spain,9227
7/1/21,Spain,12345
7/2/21,Spain,12563
7/3/21,Spain,0
7/4/21,Spain,0
7/5/21,Spain,32607
7/6/21,Spain,14137
7/7/21,Spain,17384
7/8/21,Spain,17317
7/9/21,Spain,21879
7/10/21,Spain,0
7/11/21,Spain,0
7/12/21,Spain,33932
7/13/21,Spain,43960
7/14/21,Spain,26390
7/15/21,Spain,27688
7/16/21,Spain,31060
7/17/21,Spain,0
7/18/21,Spain,0
7/19/21,Spain,61628
7/20/21,Spain,27286
7/21/21,Spain,30587
7/22/21,Spain,29535
7/23/21,Spain,31171
7/24/21,Spain,0
7/25/21,Spain,0
7/26/21,Spain,61625
7/27/21,Spain,26399
7/28/21,Spain,27149
7/29/21,Spain,26689
7/30/21,Spain,24753
7/31/21,Spain,0
8/1/21,Spain,0
8/2/21,Spain,55939
8/3/21,Spain,20327
8/4/21,Spain,21874
8/5/21,Spain,21387
8/6/21,Spain,21561
8/7/21,Spain,0
8/8/21,Spain,0
8/9/21,Spain,39638
8/10/21,Spain,15680
8/11/21,Spain,17023
8/12/21,Spain,17410
8/13/21,Spain,15657
8/14/21,Spain,0
8/15/21,Spain,0
8/16/21,Spain,25726
8/17/21,Spain,14336
8/18/21,Spain,11956
8/19/21,Spain,12445
8/20/21,Spain,12450
8/21/21,Spain,0
8/22/21,Spain,0
8/23/21,Spain,23899
8/24/21,Spain,10072
8/25/21,Spain,10781
8/26/21,Spain,7115
8/27/21,Spain,9489
8/28/21,Spain,0
8/29/21,Spain,0
8/30/21,Spain,15489
8/31/21,Spain,7767
9/1/21,Spain,6818
9/2/21,Spain,9561
9/3/21,Spain,6311
9/4/21,Spain,0
9/5/21,Spain,0
9/6/21,Spain,9357
9/7/21,Spain,5528
9/8/21,Spain,5618
9/9/21,Spain,4763
9/10/21,Spain,4440
9/11/21,Spain,0
9/12/21,Spain,0
9/13/21,Spain,7804
9/14/21,Spain,3261
9/15/21,Spain,3723
9/16/21,Spain,4075
9/17/21,Spain,3222
9/18/21,Spain,0
9/19/21,Spain,0
9/20/21,Spain,5988
9/21/21,Spain,2450
9/22/21,Spain,2840
9/23/21,Spain,3031
9/24/21,Spain,2746
9/25/21,Spain,0
9/26/21,Spain,0
9/27/21,Spain,5039
9/28/21,Spain,2290
9/29/21,Spain,2761
9/30/21,Spain,2400
10/1/21,Spain,2037
10/2/21,Spain,0
10/3/21,Spain,0
10/4/21,Spain,4271
10/5/21,Spain,1801
10/6/21,Spain,2303
10/7/21,Spain,1807
10/8/21,Spain,2309
10/9/21,Spain,0
10/10/21,Spain,0
10/11/21,Spain,3829
10/12/21,Spain,0
1/22/20,UK,0
1/23/20,UK,0
1/24/20,UK,0
1/25/20,UK,0
1/26/20,UK,0
1/27/20,UK,0
1/28/20,UK,0
1/29/20,UK,0
1/30/20,UK,0
1/31/20,UK,2
2/1/20,UK,0
2/2/20,UK,0
2/3/20,UK,6
2/4/20,UK,0
2/5/20,UK,1
2/6/20,UK,0
2/7/20,UK,0
2/8/20,UK,4
2/9/20,UK,1
2/10/20,UK,0
2/11/20,UK,1
2/12/20,UK,1
2/13/20,UK,1
2/14/20,UK,1
2/15/20,UK,0
2/16/20,UK,0
2/17/20,UK,1
2/18/20,UK,0
2/19/20,UK,1
2/20/20,UK,2
2/21/20,UK,1
2/22/20,UK,0
2/23/20,UK,5
2/24/20,UK,2
2/25/20,UK,4
2/26/20,UK,3
2/27/20,UK,7
2/28/20,UK,12
2/29/20,UK,5
3/1/20,UK,33
3/2/20,UK,40
3/3/20,UK,55
3/4/20,UK,57
3/5/20,UK,49
3/6/20,UK,79
3/7/20,UK,55
3/8/20,UK,54
3/9/20,UK,147
3/10/20,UK,259
3/11/20,UK,412
3/12/20,UK,489
3/13/20,UK,480
3/14/20,UK,364
3/15/20,UK,443
3/16/20,UK,615
3/17/20,UK,770
3/18/20,UK,1006
3/19/20,UK,1066
3/20/20,UK,1258
3/21/20,UK,1215
3/22/20,UK,1388
3/23/20,UK,2349
3/24/20,UK,2382
3/25/20,UK,2717
3/26/20,UK,3127
3/27/20,UK,3249
3/28/20,UK,2843
3/29/20,UK,2892
3/30/20,UK,4327
3/31/20,UK,4534
4/1/20,UK,4974
4/2/20,UK,4929
4/3/20,UK,4981
4/4/20,UK,4073
4/5/20,UK,3650
4/6/20,UK,5316
4/7/20,UK,5486
4/8/20,UK,5163
4/9/20,UK,4906
4/10/20,UK,4367
4/11/20,UK,3613
4/12/20,UK,3539
4/13/20,UK,4205
4/14/20,UK,4348
4/15/20,UK,5100
4/16/20,UK,5343
4/17/20,UK,4990
4/18/20,UK,4736
4/19/20,UK,3860
4/20/20,UK,4866
4/21/20,UK,4775
4/22/20,UK,5505
4/23/20,UK,5168
4/24/20,UK,4981
4/25/20,UK,3764
4/26/20,UK,3473
4/27/20,UK,4704
4/28/20,UK,4727
4/29/20,UK,5450
4/30/20,UK,4964
5/1/20,UK,4730
5/2/20,UK,3230
5/3/20,UK,2977
5/4/20,UK,3383
5/5/20,UK,3689
5/6/20,UK,3836
5/7/20,UK,3771
5/8/20,UK,3052
5/9/20,UK,2150
5/10/20,UK,2322
5/11/20,UK,3589
5/12/20,UK,3395
5/13/20,UK,3300
5/14/20,UK,2618
5/15/20,UK,2521
5/16/20,UK,2072
5/17/20,UK,1826
